subject,mission,mode,HR,HRV,nav,tank,space,trees,nbAOI1,nbAOI2,nbAOI3,nbAOI4,nbAOI5,durAOI1,durAOI2,durAOI3,durAOI4,durAOI5,tank_local_score,HRnorm,label
28.0,1.0,0.0,75.62389715149989,-0.008418133876662029,24.0,15.0,1.0,0.0,0.0,17.0,15.0,0.0,1.0,0.0,3455.33,4346.776,0.0,203.98,6.0160000000000045,2.578852707426037,1.0
28.0,1.0,1.0,74.83162883512097,-0.017531663058447368,4.0,11.0,2.0,1.0,2.0,13.0,9.0,4.0,0.0,411.99,6134.5869999999995,2431.76,572.008,0.0,7.2849999999999975,1.7865843910471142,1.0
28.0,1.0,0.0,73.117231294175,-0.019925964374485648,22.0,7.0,1.0,1.0,2.0,10.0,14.0,3.0,2.0,319.88,3447.65,4263.77,603.919,263.9,-0.6670000000000016,0.07218685010114713,1.0
28.0,1.0,0.0,72.88629737609328,-0.02378611134250343,35.0,6.0,0.0,0.0,0.0,15.0,20.0,1.0,1.0,0.0,3903.768,5083.907999999999,167.99,112.0,-8.777999999999992,-0.15874706798057048,1.0
28.0,1.0,1.0,72.25433526011561,-0.02294395872844071,0.0,10.0,0.0,0.0,0.0,33.0,0.0,0.0,2.0,0.0,9542.65,0.0,0.0,288.02,-36.627,-0.7907091839582421,1.0
28.0,1.0,1.0,74.43245254931149,-0.030236173130282,0.0,33.0,0.0,1.0,0.0,15.0,7.0,4.0,1.0,0.0,6271.12,1492.69,1171.86,184.01,28.024,1.3874081052376397,1.0
28.0,1.0,1.0,70.20828457758016,0.02100358624438697,0.0,25.0,0.0,1.0,0.0,14.0,6.0,0.0,2.0,0.0,7119.264,2202.61,0.0,507.96,15.532000000000005,-2.836759866493693,1.0
28.0,1.0,1.0,72.76255154014069,-0.02045010617911785,0.0,25.0,0.0,1.0,4.0,19.0,2.0,10.0,5.0,543.922,4284.385,396.05,2171.888,827.9100000000002,21.421000000000006,-0.2824929039331749,1.0
28.0,1.0,0.0,73.16180953542249,0.0008084158595247358,20.0,12.0,0.0,0.0,0.0,2.0,27.0,0.0,4.0,0.0,376.0,7759.257,0.0,683.87,9.405,0.11676509134865397,1.0
28.0,1.0,0.0,66.1448572373498,0.009976413039763876,35.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,5.0,0.0,0.0,6624.16,1056.022,1995.882,-29.50000000000001,-6.900187206724056,1.0
28.0,1.0,0.0,71.62468664199594,-0.009807150191187136,30.0,0.0,2.0,2.0,0.0,0.0,30.0,2.0,2.0,0.0,0.0,8782.169999999998,443.91,355.9500000000001,-15.0,-1.4203578020779162,1.0
28.0,1.0,1.0,74.524903738666,-0.000537133386232444,0.0,10.0,0.0,1.0,2.0,19.0,8.0,0.0,2.0,400.0,6963.200000000002,1312.0790000000004,0.0,271.94,-9.778000000000006,1.4798592945921456,1.0
28.0,1.0,1.0,75.14088916718848,0.014986021489508996,0.0,24.0,0.0,1.0,0.0,19.0,6.0,5.0,2.0,0.0,6419.484999999999,1116.16,1139.653,379.99,16.967999999999996,2.095844723114624,1.0
28.0,1.0,1.0,70.54673721340387,0.016413465932646608,0.0,27.0,0.0,1.0,3.0,16.0,6.0,0.0,4.0,1036.04,6135.356,1507.82,0.0,547.9119999999999,20.563999999999997,-2.49830723066998,1.0
28.0,1.0,0.0,67.77959081209994,-0.01188446735792778,26.0,10.0,0.0,0.0,0.0,8.0,11.0,12.0,6.0,0.0,2511.96,1699.7060000000001,2731.37,1255.99,6.960999999999999,-5.265453631973927,1.0
28.0,1.0,1.0,72.14139713839124,-0.004721627383004738,6.0,9.0,0.0,0.0,3.0,15.0,7.0,4.0,4.0,807.87,4407.67,1967.4979999999998,564.035,587.96,1.2219999999999942,-0.9036473056826112,1.0
28.0,1.0,1.0,73.2869182850861,-0.003560265114843253,0.0,19.0,0.0,0.0,7.0,19.0,4.0,1.0,0.0,2571.91,4107.7530000000015,1019.85,164.01,0.0,13.348999999999991,0.2418738410122501,1.0
28.0,1.0,1.0,70.9639266706091,0.005963369119347098,0.0,6.0,0.0,0.0,1.0,22.0,8.0,0.0,0.0,276.0,6011.375,3531.68,0.0,0.0,-1.5,-2.0811177734647544,1.0
28.0,1.0,1.0,73.4214390602056,0.009833630747286623,2.0,9.0,0.0,0.0,0.0,14.0,2.0,0.0,5.0,0.0,7583.4299999999985,563.78,0.0,1263.896,1.6110000000000042,0.3763946161317335,1.0
28.0,1.0,1.0,72.4112961622013,-0.021360063776576392,0.0,12.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,8527.17,147.99,0.0,0.0,0.1110000000000042,-0.6337482818725562,1.0
28.0,1.0,0.0,69.38020351526364,-0.02348162105110689,23.0,5.0,1.0,1.0,0.0,4.0,21.0,2.0,1.0,0.0,1616.0,7015.347000000002,524.01,140.0,-0.8410000000000082,-3.6648409288102073,1.0
28.0,1.0,0.0,71.67602436984828,-0.03270976530338485,36.0,0.0,1.0,1.0,0.0,3.0,21.0,4.0,3.0,0.0,623.86,6935.138000000001,851.99,496.01,-15.0,-1.3690200742255738,1.0
28.0,1.0,1.0,70.41335245794758,-0.02418379131656467,6.0,13.0,0.0,0.0,0.0,15.0,4.0,1.0,0.0,0.0,6843.313000000001,2632.08,176.0,0.0,-10.221999999999994,-2.6316919861262704,1.0
28.0,1.0,0.0,70.00350017500874,-0.009074050721159356,25.0,4.0,0.0,0.0,0.0,9.0,14.0,3.0,4.0,0.0,1887.5629999999999,3955.502,908.13,2480.02,-4.1669999999999865,-3.0415442690651133,1.0
28.0,1.0,0.0,70.78810759792357,-0.02178013639867745,8.0,13.0,0.0,0.0,0.0,12.0,6.0,0.0,6.0,0.0,5763.52,2803.76,0.0,1191.8000000000004,-58.0402,-2.256936846150296,1.0
28.0,1.0,1.0,73.90072669047913,-0.026940569631095833,0.0,39.0,0.0,0.0,2.0,18.0,2.0,6.0,6.0,1327.9,5635.6230000000005,279.97,863.86,963.65,26.1427,0.8556822464052801,1.0
28.0,1.0,1.0,74.82229704451925,-0.01792538360337065,20.0,9.0,0.0,1.0,1.0,10.0,6.0,2.0,3.0,91.99600000000001,5958.52,2527.7889999999998,168.013,684.04,12.317,1.7772526004453937,1.0
28.0,1.0,0.0,69.7188008366256,-0.010810226857497468,21.0,10.0,2.0,1.0,1.0,9.0,16.0,2.0,3.0,144.02,1671.83,5667.767,471.91,575.78,5.277999999999999,-3.3262436074482484,1.0
28.0,1.0,0.0,68.36048763814516,0.005253953501544867,33.0,8.0,0.0,0.0,4.0,13.0,16.0,4.0,0.0,659.91,3895.6,3171.72,1243.87,0.0,8.318000000000005,-4.684556805928693,1.0
28.0,1.0,1.0,69.99533364442371,-0.0029453037471687885,5.0,12.0,0.0,1.0,0.0,12.0,10.0,0.0,3.0,0.0,5803.53,3911.341,0.0,1056.37,-7.445,-3.0497107996501427,1.0
28.0,1.0,1.0,71.84768291222609,-0.025318838343498417,0.0,15.0,0.0,1.0,5.0,18.0,7.0,0.0,0.0,1423.93,7071.530000000002,884.04,0.0,0.0,30.826,-1.1973615318477613,1.0
28.0,1.0,1.0,71.56488549618321,-0.028085149359442688,0.0,12.0,0.0,2.0,3.0,12.0,8.0,5.0,2.0,567.89,5863.58,1203.794,1075.87,295.94,14.983999999999995,-1.4801589478906436,1.0
28.0,1.0,1.0,76.27765064836004,-0.02929550260239915,0.0,24.0,0.0,0.0,3.0,13.0,3.0,12.0,3.0,687.76,4787.328,435.92,2495.91,791.96,0.0,3.232606204286185,1.0
28.0,1.0,0.0,73.56547327121139,-0.013074092866169305,21.0,9.0,1.0,1.0,3.0,5.0,9.0,7.0,1.0,431.961,3019.67,3227.613,1735.89,192.0,-0.2220000000000084,0.5204288271375361,1.0
28.0,1.0,0.0,70.92198581560285,-0.006590875449431641,31.0,0.0,1.0,0.0,3.0,3.0,18.0,3.0,2.0,687.75,892.0,6691.540000000001,579.9,284.006,-4.555999999999997,-2.123058628471,1.0
28.0,1.0,0.0,69.74311286760432,-0.019857139587254814,36.0,0.0,0.0,0.0,8.0,1.0,22.0,2.0,2.0,2039.66,112.01,5259.581,647.83,332.05,-10.0,-3.3019315764695283,1.0
28.0,1.0,1.0,65.75342465753423,-0.0036307707970374,0.0,0.0,0.0,0.0,9.0,2.0,9.0,5.0,11.0,1979.68,335.99,2096.03,1347.8300000000004,5227.52,-41.77732999999999,-7.291619786539629,1.0
28.0,2.0,0.0,70.94295004433934,-0.07485761029706993,18.0,0.0,0.0,0.0,0.0,7.0,12.0,6.0,3.0,0.0,1787.85,3175.809,2263.74,516.02,0.0,-0.4844237421498008,0.0
28.0,2.0,1.0,71.42857142857143,-0.05558550480033186,8.0,9.0,0.0,0.0,2.0,10.0,7.0,6.0,0.0,668.3499999999998,5851.47,1551.59,1071.92,0.0,-1.110999999999997,0.0011976420823032186,0.0
28.0,2.0,0.0,70.91360359295591,-0.042294290077448976,22.0,9.0,0.0,0.0,0.0,9.0,14.0,2.0,1.0,0.0,2491.66,4771.82,419.86,159.97,10.555,-0.5137701935332329,0.0
28.0,2.0,1.0,72.84205414592691,-0.04696223553793377,0.0,11.0,0.0,1.0,0.0,20.0,6.0,0.0,4.0,0.0,6210.357,6659.128000000001,0.0,595.989,-6.610999999999998,1.4146803594377533,0.0
28.0,2.0,0.0,72.11538461538461,-0.02178307360758451,21.0,30.0,0.0,0.0,0.0,19.0,9.0,1.0,0.0,0.0,6939.369000000001,2751.491,312.02,0.0,30.143000000000008,0.6880108288954716,0.0
28.0,2.0,0.0,65.80390436499233,0.005107312894758062,35.0,0.0,1.0,1.0,0.0,1.0,19.0,4.0,0.0,0.0,168.0,7938.83,1271.87,0.0,1.0549999999999926,-5.623469421496806,0.0
28.0,2.0,1.0,64.90696668109044,0.0023302534119902657,0.0,8.0,0.0,0.0,0.0,12.0,10.0,6.0,1.0,0.0,4539.42,1351.6879999999999,1551.99,159.98,-3.2220000000000084,-6.520407105398704,0.0
28.0,2.0,1.0,69.89748369058714,-0.06809003771462246,0.0,15.0,0.0,1.0,0.0,12.0,1.0,2.0,0.0,0.0,6550.64,667.96,476.0,0.0,7.524000000000001,-1.5298900959020043,0.0
28.0,2.0,0.0,68.32156684126622,-0.06588512300344529,12.0,14.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,4559.38,300.0,4519.55,0.0,0.0,-3.1058069452229087,0.0
28.0,2.0,0.0,68.72852233676976,-0.06675894346154887,33.0,4.0,0.0,0.0,0.0,12.0,12.0,2.0,0.0,0.0,3755.63,4251.5430000000015,1563.9,0.0,-32.167,-2.6988514497193847,0.0
28.0,2.0,1.0,71.32667617689016,-0.06421126084202018,0.0,14.0,0.0,1.0,1.0,18.0,2.0,2.0,2.0,344.0,8224.43,603.86,275.83,351.88,-2.6110000000000007,-0.10069760959898133,0.0
28.0,2.0,0.0,68.98137502874225,-0.0199704227725116,31.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,6.0,0.0,751.98,6191.560000000001,0.0,947.596,-2.2219999999999978,-2.4459987577469064,0.0
28.0,2.0,0.0,69.60556844547564,-0.01851333952766521,36.0,0.0,1.0,1.0,3.0,5.0,17.0,7.0,3.0,527.98,831.9100000000002,4255.392,2380.05,540.01,-5.000000000000004,-1.8218053410134871,0.0
28.0,2.0,1.0,76.28734901462174,-0.06593917590752765,27.0,8.0,0.0,1.0,0.0,7.0,12.0,0.0,3.0,0.0,3399.7,3227.647,0.0,351.985,-3.2219999999999978,4.859975228132598,0.0
28.0,2.0,0.0,72.57771864037741,-0.05539654984474724,9.0,15.0,0.0,0.0,0.0,15.0,9.0,4.0,4.0,0.0,6183.58,1467.84,943.92,592.0,8.603000000000002,1.1503448538882566,0.0
28.0,2.0,0.0,71.31819802686319,-0.0661213749490984,25.0,0.0,3.0,3.0,0.0,0.0,32.0,4.0,1.0,0.0,0.0,8383.176,927.781,175.99,-9.999999999999998,-0.10917575962595548,0.0
28.0,2.0,1.0,71.50518412584913,-0.060658356773430476,4.0,11.0,0.0,1.0,0.0,14.0,7.0,1.0,3.0,0.0,6627.380000000001,2383.72,224.0,671.98,-7.22222,0.07781033935998494,0.0
28.0,2.0,1.0,71.04795737122558,-0.03625038898514905,0.0,14.0,0.0,0.0,0.0,20.0,6.0,0.0,2.0,0.0,6871.396,1215.81,0.0,383.93,8.96032,-0.3794164152635631,0.0
28.0,2.0,1.0,68.84681583476765,-0.06958344893539853,0.0,24.0,0.0,0.0,1.0,20.0,6.0,0.0,8.0,476.01,7075.579999999997,963.883,0.0,1255.732,26.627,-2.580557951721488,0.0
28.0,2.0,0.0,68.91271056661563,-0.06625101206838767,36.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,11.0,0.0,1047.96,5595.54,0.0,2127.8540000000007,1.8569999999999995,-2.514663219873512,0.0
28.0,2.0,1.0,73.54579897481612,-0.04432368173351589,3.0,12.0,0.0,0.0,0.0,15.0,2.0,6.0,8.0,0.0,5111.712,247.97,1107.99,1715.64,2.634999999999998,2.118425188326981,0.0
28.0,2.0,0.0,71.6332378223496,-0.054772367526056784,22.0,11.0,0.0,0.0,0.0,17.0,20.0,3.0,1.0,0.0,4931.344999999998,4387.825,447.96,152.0,16.325000000000006,0.20586403586044355,0.0
28.0,2.0,1.0,66.23247599072744,-0.05530907912740432,2.0,8.0,0.0,1.0,0.0,19.0,11.0,3.0,4.0,0.0,4724.006000000001,4193.462,511.97,643.99,9.405,-5.194897795761705,0.0
28.0,2.0,1.0,65.87615283267458,-0.06397586440276908,0.0,29.0,0.0,1.0,0.0,10.0,13.0,8.0,7.0,0.0,2315.926,2799.6700000000005,1983.42,1391.86,17.762,-5.551220953814564,0.0
28.0,2.0,0.0,68.72065055549193,-0.08397091976555071,25.0,21.0,0.0,0.0,5.0,6.0,14.0,6.0,4.0,1294.58,1707.89,3575.8680000000004,1024.0,591.73,0.0,-2.7067232309972127,0.0
28.0,2.0,0.0,70.94714437743879,-0.060076648953840926,14.0,3.0,1.0,1.0,0.0,3.0,17.0,1.0,9.0,0.0,1039.98,5403.45,219.99,2387.78,-86.929,-0.4802294090503381,0.0
28.0,2.0,1.0,76.68177065179505,-0.0480260915692629,6.0,13.0,0.0,0.0,0.0,12.0,11.0,8.0,3.0,0.0,4415.87,2299.62,1723.79,556.0,-2.7775000000000016,5.254396865305907,0.0
28.0,2.0,0.0,72.83321194464676,-0.05394747370607205,18.0,6.0,1.0,1.0,0.0,8.0,15.0,5.0,1.0,0.0,2363.9,4814.750999999998,979.92,123.89,22.7145,1.4058381581576214,0.0
28.0,2.0,1.0,67.70480704129993,-0.04861552442643192,19.0,22.0,0.0,0.0,0.0,17.0,7.0,2.0,0.0,0.0,6651.499,1271.95,884.01,0.0,27.0,-3.722566745189212,0.0
28.0,2.0,1.0,66.62965019433649,-0.07432221638922662,27.0,20.0,0.0,1.0,1.0,6.0,4.0,1.0,1.0,371.98,5119.6,1627.9489999999998,3199.7,331.86,17.604,-4.79772359215265,0.0
28.0,2.0,1.0,67.09158000670918,-0.06529982581472091,8.0,9.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,7994.19,1327.9,0.0,0.0,9.310000000000002,-4.335793779779976,0.0
28.0,2.0,1.0,70.91360359295591,-0.06139527988370243,0.0,29.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,9135.22,387.85,0.0,0.0,6.888999999999997,-0.5137701935332329,0.0
28.0,2.0,1.0,69.88934187536401,-0.04370526761247138,0.0,25.0,0.0,0.0,0.0,13.0,1.0,0.0,3.0,0.0,8943.18,295.98,0.0,404.00300000000004,0.0,-1.538031911125131,0.0
28.0,2.0,0.0,74.57121551081282,-0.054507633985173234,21.0,6.0,2.0,1.0,0.0,12.0,12.0,8.0,5.0,0.0,3483.91,3059.647,1408.0030000000004,636.242,0.0,3.1438417243236927,0.0
28.0,2.0,1.0,69.87577639751552,-0.04449394196497256,6.0,7.0,0.0,0.0,3.0,18.0,9.0,0.0,1.0,584.0,5195.49,2815.7200000000007,0.0,179.97,-0.777000000000001,-1.5515973889736188,0.0
28.0,2.0,0.0,68.08124361738342,-0.07060101730783035,16.0,8.0,0.0,0.0,0.0,12.0,15.0,2.0,2.0,0.0,4659.5030000000015,3943.43,420.0,460.03,-10.111000000000004,-3.34613016910572,0.0
28.0,2.0,0.0,71.52223149362258,-0.07526660649383714,24.0,0.0,1.0,1.0,0.0,7.0,18.0,0.0,5.0,0.0,2551.8810000000008,5099.78,0.0,1103.992,-49.99999999999999,0.09485770713345687,0.0
28.0,2.0,0.0,70.3482237073514,-0.0769972187574157,31.0,0.0,1.0,1.0,0.0,5.0,18.0,4.0,0.0,0.0,1427.77,6539.53,963.99,0.0,-9.9999,-1.0791500791377473,0.0
28.0,2.0,1.0,68.17407112828087,-0.06966246781430709,0.0,2.0,0.0,0.0,0.0,2.0,10.0,7.0,13.0,0.0,912.08,3239.599,1515.9699999999998,3823.759999999999,-4.33331,-3.2533026582082702,0.0
28.0,2.0,1.0,69.97900629811058,-0.08102595813105626,14.0,8.0,0.0,0.0,2.0,11.0,4.0,7.0,13.0,412.01,3348.198000000001,536.63,1315.83,2511.77,0.0,-1.448367488378565,0.0
28.0,2.0,0.0,68.64988558352401,-0.05002379498498896,35.0,0.0,1.0,1.0,0.0,3.0,15.0,6.0,8.0,0.0,771.95,3331.3920000000003,3539.7859999999996,2231.88,0.0,-2.777488202965131,0.0
28.0,3.0,0.0,65.04065040650407,-0.08613653349925894,33.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,2.0,0.0,279.98,3263.61,5350.51,379.99,-32.778,-5.8683497100130495,1.0
28.0,3.0,1.0,73.34963325183375,-0.07030240316747083,11.0,13.0,0.0,0.0,0.0,16.0,0.0,7.0,1.0,0.0,6251.58,0.0,1799.96,156.0,0.0,2.440633135316631,1.0
28.0,3.0,1.0,74.02837754472547,0.028323021752057382,0.0,20.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,6051.475,1724.139,0.0,0.0,-0.22222,3.1193774282083524,1.0
28.0,3.0,0.0,71.79609907861672,-0.06580790253978183,20.0,10.0,0.0,0.0,3.0,7.0,17.0,0.0,3.0,539.94,2227.59,5493.094,0.0,383.96,0.12697999999999998,0.8870989620995999,1.0
28.0,3.0,0.0,68.69704602702086,-0.06645709390228274,33.0,0.0,4.0,1.0,0.0,2.0,20.0,9.0,7.0,0.0,323.35,5395.438000000001,1763.8849999999998,1013.91,0.0,-2.211954089496274,1.0
28.0,3.0,1.0,76.49158592554821,-0.06936083946666438,9.0,9.0,0.0,1.0,1.0,9.0,12.0,5.0,0.0,131.96,4723.57,2963.808,1227.999,0.0,0.0,5.582585809031087,1.0
28.0,3.0,1.0,73.21537522879805,-0.06990050235660328,0.0,20.0,0.0,0.0,0.0,22.0,7.0,0.0,2.0,0.0,8857.73,887.97,0.0,332.01,-0.22219999999999995,2.3063751122809317,1.0
28.0,3.0,1.0,71.40307033202427,-0.08353494983489987,0.0,24.0,0.0,1.0,0.0,23.0,2.0,0.0,0.0,0.0,9071.124,243.88,0.0,0.0,14.412900000000002,0.4940702155071506,1.0
28.0,3.0,1.0,72.08939084464734,-0.08464965276437088,0.0,20.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,10223.2,0.0,0.0,0.0,8.865000000000002,1.1803907281302202,1.0
28.0,3.0,1.0,75.56675062972292,-0.08499787703224135,0.0,20.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6351.39,0.0,0.0,0.0,22.159000000000002,4.657750513205798,1.0
28.0,3.0,0.0,74.3955362678239,-0.05191072470799543,18.0,16.0,1.0,1.0,0.0,14.0,8.0,2.0,0.0,0.0,7855.579000000001,2395.94,832.01,0.0,8.983999999999995,3.486536151306794,1.0
28.0,3.0,1.0,71.81328545780971,-0.07967936094492152,4.0,23.0,0.0,0.0,3.0,18.0,10.0,0.0,5.0,851.99,5859.6100000000015,1775.84,0.0,695.698,23.548,0.904285341292578,1.0
28.0,3.0,1.0,74.17480529113612,-0.09174264349519692,0.0,34.0,0.0,0.0,4.0,10.0,6.0,0.0,3.0,1008.022,2731.952,1203.678,0.0,836.01,0.8649999999999949,3.265805174619004,1.0
28.0,3.0,0.0,71.34363852556481,-0.0844383585551255,6.0,8.0,0.0,0.0,0.0,11.0,7.0,2.0,7.0,0.0,2199.91,1387.78,599.88,2055.890000000001,-99.20635,0.4346384090476931,1.0
28.0,3.0,0.0,72.4025582237239,-0.08992245896584282,27.0,0.0,1.0,1.0,0.0,2.0,25.0,10.0,2.0,0.0,419.85,5304.578,2003.5020000000002,264.0,0.0,1.4935581072067805,1.0
28.0,3.0,0.0,73.75537799631223,-0.051762712305640765,39.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,0.0,5599.548000000001,251.993,951.96,0.0,2.8463778797951136,1.0
28.0,3.0,0.0,68.21282401091403,-0.060761250861288474,25.0,5.0,0.0,0.0,0.0,7.0,14.0,2.0,6.0,0.0,2443.55,3759.723,559.97,1511.9299999999996,0.0,-2.696176105603086,1.0
28.0,3.0,0.0,71.67602436984828,-0.042381564113299235,13.0,8.0,2.0,1.0,9.0,13.0,14.0,0.0,4.0,1115.9679999999996,2715.707000000001,3624.117,0.0,823.72,0.0,0.767024253331158,1.0
28.0,3.0,0.0,71.933820884786,-0.08341123531279379,24.0,0.0,3.0,3.0,1.0,2.0,22.0,4.0,0.0,171.99,252.00099999999998,7635.0740000000005,931.91,0.0,0.0,1.0248207682688817,1.0
28.0,3.0,1.0,74.26661715558856,-0.07780467651800099,4.0,11.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,5843.01,2171.96,0.0,0.0,-0.05554999999999999,3.3576170390714424,1.0
28.0,3.0,0.0,74.80364044383494,-0.06620225257778102,17.0,5.0,2.0,2.0,0.0,6.0,9.0,11.0,4.0,0.0,2887.72,1736.03,3043.615,435.905,12.778,3.894640327317816,1.0
28.0,3.0,1.0,69.93006993006993,0.13264332238858634,0.0,11.0,0.0,0.0,0.0,19.0,1.0,2.0,1.0,0.0,8535.046,195.98,895.6,184.01,-1.054999999999998,-0.9789301864471868,1.0
28.0,3.0,0.0,68.61499364675984,-0.05899478215988507,25.0,21.0,0.0,0.0,0.0,13.0,0.0,10.0,1.0,0.0,5139.415999999998,0.0,2523.646,112.02,22.143000000000004,-2.2940064697572784,1.0
28.0,3.0,1.0,70.96392667060913,-0.06541344519379177,5.0,12.0,0.0,0.0,3.0,9.0,6.0,4.0,5.0,631.87,4763.59,871.922,768.0,672.02,4.880999999999993,0.054926554092006086,1.0
28.0,3.0,1.0,71.67602436984828,-0.0682286361944565,0.0,16.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,8699.17,1351.85,0.0,0.0,-9.111000000000004,0.767024253331158,1.0
28.0,3.0,1.0,72.28044813877845,-0.06597381694182476,3.0,15.0,0.0,0.0,0.0,8.0,1.0,0.0,4.0,0.0,5243.67,1151.9,0.0,879.9010000000001,-13.165999999999995,1.3714480222613332,1.0
28.0,3.0,0.0,74.01924500370096,-0.07851745349012845,11.0,8.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,8475.19,1931.875,0.0,0.0,-21.5076,3.110244887183839,1.0
28.0,3.0,0.0,80.12820512820514,-0.08096658490072324,0.0,23.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,0.0,8927.481,0.0,0.0,806.2230000000001,-2.9842,9.219205011688018,1.0
28.0,3.0,0.0,83.07947936859597,-0.09306850114202132,0.0,29.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,9158.968,104.0,0.0,0.0,-4.3651,12.170479252078849,1.0
28.0,3.0,0.0,76.47208768799389,-0.084358670187343,0.0,24.0,0.0,0.0,0.0,17.0,1.0,0.0,2.0,0.0,9199.179999999997,180.0,0.0,408.0,-3.3175,5.563087571476772,1.0
28.0,3.0,1.0,76.85410529012424,-0.08153125641821983,0.0,33.0,0.0,1.0,1.0,16.0,4.0,0.0,1.0,119.98,6591.459999999999,923.8660000000001,0.0,171.99,15.7139,5.945105173607117,1.0
28.0,3.0,0.0,86.84115305753225,-0.07405249896534882,28.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,132.0,0.0,528.018,-2.2222,15.932152941015135,1.0
28.0,3.0,1.0,72.20216606498197,0.012170223598759659,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,1351.8229999999999,0.0,415.96,543.99,-1.7778099999999997,1.2931659484648463,1.0
28.0,3.0,0.0,67.82215523737754,-0.07496434149870909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0868448791395764,1.0
28.0,3.0,1.0,73.81889763779527,-0.08427316119421642,0.0,8.0,0.0,0.0,1.0,13.0,5.0,0.0,2.0,108.02,3415.611,676.86,0.0,415.92,0.0,2.9098975212781535,1.0
28.0,3.0,1.0,78.0335544284042,-0.07860026779366712,0.0,0.0,0.0,0.0,12.0,6.0,8.0,1.0,2.0,3104.224,1031.901,1299.809,152.0,292.0,0.0,7.12455431188708,1.0
28.0,3.0,0.0,66.38636866563398,-0.04303187411350061,19.0,0.0,0.0,0.0,0.0,4.0,11.0,3.0,8.0,0.0,740.02,1623.8439999999996,560.0,1543.67,0.0,-4.5226314508831384,1.0
28.0,3.0,0.0,69.08462867012089,-0.03458041011335017,43.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,4.0,127.97,503.98,3091.5599999999995,1231.86,2619.640000000001,0.0,-1.824371446396228,1.0
28.0,3.0,1.0,65.08376521634327,-0.04925195739614509,4.0,0.0,0.0,1.0,2.0,0.0,26.0,1.0,4.0,507.99,0.0,7211.464999999998,164.01,336.01199999999994,0.0,-5.825234900173854,1.0
28.0,3.0,0.0,67.06158488878954,-0.06836834191563834,15.0,0.0,1.0,1.0,4.0,3.0,25.0,0.0,3.0,563.9459999999998,711.78,4824.134,0.0,568.04,0.0,-3.8474152277275806,1.0
28.0,3.0,0.0,69.47660954145437,-0.08459592662833226,26.0,0.0,1.0,1.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,2943.5820000000003,911.92,0.0,0.0,-1.4323905750627546,1.0
28.0,3.0,0.0,70.17543859649122,-0.07948140093033923,27.0,0.0,2.0,1.0,0.0,0.0,16.0,11.0,6.0,0.0,0.0,4835.32,2811.6479999999997,1008.211,0.0,-0.7335615200259014,1.0
28.0,3.0,1.0,74.90636704119851,-0.09079363751239257,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1208.07,531.89,0.0,3.997366924681387,1.0
28.0,3.0,1.0,71.38607971445569,-0.06374437844377351,0.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,2151.7200000000007,375.854,0.0,244.0,0.0,0.4770795979385696,1.0
28.0,3.0,1.0,69.74311286760432,-0.08616119134916111,0.0,18.0,0.0,1.0,3.0,21.0,0.0,0.0,0.0,1151.87,8539.828000000001,0.0,0.0,0.0,4.0000100000000005,-1.1658872489127958,1.0
28.0,3.0,1.0,70.43080173729311,-0.0859468730871652,0.0,30.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,0.0,6947.446,488.0,0.0,0.0,23.6902,-0.4781983792240112,1.0
28.0,3.0,1.0,70.66305499941114,-0.0839761400253872,0.0,29.0,0.0,0.0,0.0,13.0,13.0,11.0,4.0,0.0,2275.869,3055.890000000001,2427.81,847.943,17.064,-0.24594511710597544,1.0
28.0,3.0,1.0,70.62978222483815,-0.040131222322729865,0.0,17.0,0.0,0.0,0.0,21.0,6.0,0.0,1.0,0.0,6715.365,1287.86,0.0,196.02,2.587999999999994,-0.27921789167896804,1.0
