HR,HRV,HRnorm,durAOI1,durAOI2,durAOI3,durAOI4,durAOI5,mission,mode,nav,nbAOI1,nbAOI2,nbAOI3,nbAOI4,nbAOI5,space,subject,tank,tank_local_score,trees,nbt_trees_mode,label
73.3055456306794,-0.06943605862868,6.92180799506334,4.93233333333333,2129.40636666667,2678.16856666667,1783.76576666667,975.935566666667,1,0,23.7333333333333,0.033333333333333,7.93333333333333,13.3333333333333,7.4,5.16666666666667,0.533333333333333,19,2.23333333333333,-3.08964333333333,0.466666666666667,14,1
72.9564453496935,-0.063482571180612,6.57270771407745,0,6571.81148275862,566.278,518.711793103448,577.381034482759,1,1,4.03448275862069,0,20.7931034482759,2.51724137931034,2.17241379310345,2.96551724137931,0.206896551724138,19,6.20689655172414,3.80290896551724,0.379310344827586,11,1
71.5762254430983,-0.091707501611895,8.06736066405623,12.1412857142857,1797.23721428571,3547.15371428571,1615.46,1010.01553571429,2,0,25.3214285714286,0.107142857142857,6.60714285714286,16.3214285714286,6.25,5.39285714285714,0.5,19,1.85714285714286,-6.68084964285714,0.428571428571429,12,1
72.1688413912507,-0.090275700335505,8.65997661220863,4.74111111111111,6226.13537037037,668.982037037037,312.901555555555,696.532074074074,2,1,2.44444444444444,0.037037037037037,20.7037037037037,2.92592592592593,1.25925925925926,3.62962962962963,0.222222222222222,19,7.11111111111111,4.71864111111111,0.481481481481482,13,1
73.8850359505541,-0.096448470587508,10.2411721955661,0,1606.56428,3391.44092,1552.98752,908.53108,3,0,27.92,0,6.08,17.44,6.8,5.2,0.72,19,1.2,-8.3628468,0.72,18,1
69.3184411974216,-0.09110613740899,5.67457744243361,0,6547.95097058824,463.008029411765,394.808558823529,864.602764705882,3,1,2.02941176470588,0,19.5882352941177,2.23529411764706,1.5,4.02941176470588,0.029411764705882,19,7.29411764705882,6.80132117647059,0.558823529411765,19,1
71.5327667117722,-0.130203369461065,11.8282534553464,0,1657.22815384615,3741.51276923077,1816.39653846154,735.033769230769,4,0,27.7692307692308,0,5.53846153846154,14.6538461538462,7,3.96153846153846,0.538461538461538,19,2.03846153846154,-5.78412692307692,0.538461538461538,14,1
72.7776169525595,-0.145399832159417,13.0731036961338,2.54542424242424,6090.06072727273,564.287272727273,359.247484848485,838.449393939394,4,1,3.06060606060606,0.03030303030303,18.6060606060606,3,1.60606060606061,4.48484848484848,0.03030303030303,19,8.12121212121212,5.6176903030303,0.515151515151515,17,1
82.2951936705353,-0.011808294712242,2.28585924818601,9.05210526315789,3411.25421052632,2662.63915789474,2024.70747368421,651.056894736842,1,0,21.4736842105263,0.052631578947369,10.3157894736842,10.0526315789474,8.73684210526316,3.52631578947368,0.631578947368421,20,4.21052631578947,-3.20174263157895,0.473684210526316,9,0
82.8338529769228,-0.015138124621979,2.82451855457356,51.8004,5984.9617,1160.0864,989.26675,761.0488,1,1,3.9,0.3,18.3,4.85,4.05,3.4,0.25,20,9.6,2.360983,0.4,8,0
82.4485892694672,-0.011102920657382,2.3016532200433,52.8787777777778,3048.44692592593,2957.60481481481,1981.32133333333,757.186222222222,2,0,21.2962962962963,0.407407407407407,10.2222222222222,11.3703703703704,7.14814814814815,3.55555555555556,0.777777777777778,20,3.51851851851852,-2.03197777777778,0.518518518518518,14,1
83.8310816358541,-0.016443817718404,3.68414558643019,76.7399375,4791.57675,1492.66740625,1511.6148125,839.3593125,2,1,5,0.5,16.25,6.28125,7.125,3.46875,0.09375,20,5.9375,0.778543750000001,0.40625,13,1
84.5169333662703,-0.027625917076115,8.90574291008276,93.9474,3010.15356666667,3175.27536666667,1787.02616666667,694.546766666667,3,0,23.1,0.5,10.4,12.1,7.03333333333333,3.7,0.633333333333333,20,3.93333333333333,-3.21079,0.533333333333333,16,1
82.1538170779204,-0.027678121586263,6.54262662173293,88.1207,6335.21463333333,868.233366666667,1240.6079,596.792133333333,3,1,2.73333333333333,0.433333333333333,20.1,3.7,5.1,2.9,0.133333333333333,20,7.13333333333333,1.87488333333333,0.4,12,1
83.2051054057113,-0.035099655683742,5.18690115805355,110.551178571429,3353.64642857143,2842.99071428571,1360.10771428571,852.743214285714,4,0,22.1428571428571,0.678571428571429,13.0357142857143,11.6428571428571,5.67857142857143,3.57142857142857,0.607142857142857,20,4.67857142857143,-2.71004928571429,0.5,14,1
82.1011519125992,-0.032893374723288,4.08294766494142,44.1258064516129,5744.78290322581,1170.43970967742,1099.10993548387,714.950064516129,4,1,3.19354838709677,0.258064516129032,19.9032258064516,4.7741935483871,4.96774193548387,3.32258064516129,0,20,6.29032258064516,4.54639548387097,0.387096774193548,12,1
90.2440956213874,-0.014257301852048,10.1787088888892,30.0107142857143,2820.90442857143,3162.72103571429,1662.58492857143,236.400392857143,1,0,17.8928571428571,0.178571428571429,8.53571428571429,9.78571428571429,6.64285714285714,1.35714285714286,0.392857142857143,21,5.96428571428571,-5.612775,0.321428571428571,9,0
92.7982797064661,-0.013559922257028,12.7328929739678,80.3966666666667,6715.76533333333,396.293,474.747433333333,200.124666666667,1,1,1.66666666666667,0.366666666666667,16.1,1.2,2.3,1.16666666666667,0.033333333333333,21,12.4666666666667,4.632795,0.333333333333333,10,0
82.0175744589597,-0.036380187190946,1.26924010104188,0,3330.5528,3246.779,1100.185,259.5994,2,0,15.4,0,7.7,10.5,4.8,1.4,0.3,21,6.2,-0.47794,0.3,3,0
84.0585797701537,-0.035501546682809,3.31024541223586,15.6,5960.4459,702.6308,366.734,152.365,2,1,4,0.1,15.4,2.8,1.8,1.1,0.1,21,11,3.0025,0.4,4,0
79.5482576084302,-0.009554218910765,1.33447326455697,19.6641666666667,4144.66747222222,3280.02930555556,852.883472222222,205.437083333333,3,0,15.4444444444444,0.111111111111111,9.72222222222222,9.16666666666667,3.69444444444444,1.19444444444444,0.5,21,7.72222222222222,-3.13633305555556,0.361111111111111,13,0
81.3079503888573,-0.001401465533187,3.09416604498402,58.7812173913044,6048.3997826087,949.956217391305,498.706130434783,171.580956521739,3,1,5.34782608695652,0.347826086956522,14.5652173913043,3.56521739130435,2.56521739130435,1,0.043478260869565,21,11.8260869565217,2.88488173913044,0.347826086956522,8,0
78.5114132340756,-0.019856705471627,1.17888335559813,0,4235.32992307692,2740.55138461538,998.007461538461,93.8081538461538,4,0,14.3076923076923,0,10.1538461538462,7.92307692307692,5.15384615384615,0.538461538461538,0.538461538461538,21,8.30769230769231,-6.34000769230769,0.384615384615385,5,0
80.316409334219,-0.017922764594021,2.98387945574151,0,4893.28766666667,1515.8215,1003.171,139.24,4,1,10.3333333333333,0,11,5.66666666666667,4.33333333333333,1,0,21,10,0.838666666666669,0.166666666666667,1,0
90.2248071288718,-0.037750070239445,6.79793965697386,57.4519,3193.2682,3186.93693333333,1331.87493333333,793.1629,1,0,21.0333333333333,0.333333333333333,11.1333333333333,10.9666666666667,6.63333333333333,3.8,0.566666666666667,23,4.9,-3.226457,0.5,15,1
91.7236693230372,-0.040359318270443,8.29680185113926,72.8193103448276,4977.50096551724,1080.40175862069,620.737344827586,700.474517241379,1,1,3.31034482758621,0.344827586206897,18.4137931034483,4.13793103448276,3.06896551724138,3.55172413793103,0.068965517241379,23,10.1034482758621,1.90914517241379,0.344827586206897,10,1
