subject,mission,time_stamp,time,mode,xr,yr,thetar,battery,temperature,robot_tank,tank,nav_counts,space_counts,tank_counts,trees_counts,nbAOI1,nbAOI2,nbAOI3,nbAOI4,nbAOI5,durAOI1,durAOI2,durAOI3,durAOI4,durAOI5,HR10,HR20,HR30,HRV10,HRV20,HRV30,HRV10norm,HRV20norm,HRV30norm,IHRV7,IHRV15,IHRV20,IHRV7norm,IHRV15norm,IHRV20norm
36,1.0,1664.1,599,0,3.2755e-05,-0.00011899999999999999,-2.726e-05,100,50.0,50,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.35257410296411,64.34480645490757,64.54649364620454,0.05297730685229586,0.07140469442191827,0.0644684697642964,-0.026785750545498185,-0.008358362975875777,-0.015294587633497642,0.06620000000000001,0.067872,0.067958,-0.013563057397794037,-0.011891057397794044,-0.011805057397794042
36,1.0,1665.1,598,0,2.9239000000000002e-05,-0.00011407,-0.00010323,99,50.0,50,50.0,0,0,0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,320.0,0.0,191.99,64.48461162677089,64.19727925816477,64.63340739244597,0.05512854999719644,0.06846165154614883,0.06541045286305545,-0.024634507400597604,-0.011301405851645213,-0.014352604534738592,0.064433,0.066884,0.06720100000000001,-0.015330057397794042,-0.012879057397794047,-0.012562057397794035
36,1.0,1666.1,597,0,2.5962e-05,-0.00010912,-0.00017930000000000002,99,50.0,50,50.0,3,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1035.843,0.0,64.63617667221625,63.9139697676778,64.58992128103345,0.057695266717928365,0.060137861271221164,0.06456776358021082,-0.02206779067986568,-0.01962519612657288,-0.015195293817583222,0.063001,0.066015,0.066524,-0.016762057397794045,-0.013748057397794042,-0.013239057397794046
36,1.0,1667.1,596,0,-0.00027652,-0.0017786999999999998,-0.37628,98,50.0,50,50.0,4,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,207.98,139.86,147.99,203.985,64.35006435006434,63.829787234042556,64.59644046697845,0.058956254969256654,0.058965688166529355,0.06461332552916232,-0.020806802428537392,-0.02079736923126469,-0.015149731868631722,0.062244999999999995,0.065448,0.066068,-0.01751805739779405,-0.01431505739779404,-0.013695057397794044
36,1.0,1668.1,595,0,-6.6785e-05,-0.0017264,-0.93935,98,50.0,50,50.0,4,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,799.94,0.0,0.0,64.47453255963893,63.768409332456095,64.4901249496171,0.05832700918099607,0.05885891506038968,0.06434950951639025,-0.021436048216797975,-0.02090414233740437,-0.015413547881403797,0.061928000000000004,0.065089,0.065765,-0.017835057397794042,-0.014674057397794052,-0.013998057397794042
36,1.0,1669.1,594,0,0.00026907,-0.0019841,-1.4543,97,50.0,50,49.443999999999996,3,0,0,0,0.0,3.0,1.0,0.0,0.0,0.0,631.81,171.99,0.0,0.0,65.05667816658453,64.143058457651,64.58978959386724,0.052313896831080106,0.05569613916022698,0.06363053364347891,-0.02744916056671394,-0.024066918237567063,-0.016132523754315134,0.061492,0.064674,0.065416,-0.018271057397794048,-0.01508905739779405,-0.014347057397794044
36,1.0,1670.1,593,0,0.30233000000000004,-2.8054,-1.4639,97,50.0,50,48.888999999999996,2,0,0,0,0.0,1.0,3.0,0.0,0.0,0.0,164.0,891.751,0.0,0.0,65.39833531510108,64.39338504317281,64.78209658421673,0.050089671656056704,0.054146209317652835,0.06209789658539633,-0.02967338574173734,-0.02561684808014121,-0.017665160812397718,0.06103,0.064244,0.065053,-0.018733057397794045,-0.01551905739779405,-0.014710057397794046
36,1.0,1671.1,592,0,0.47536999999999996,-4.4216,-1.5219,96,50.0,50,48.333,4,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,327.98,347.86,175.99,66.52555185969156,64.9958146634497,64.98834804870843,0.03858274354129775,0.05007838896492491,0.06300073607219361,-0.041180313856496294,-0.029684668432869134,-0.016762321325600432,0.06017100000000001,0.063412,0.06434000000000001,-0.019592057397794037,-0.01635105739779405,-0.015423057397794038
36,1.0,1672.1,591,0,0.13510999999999998,-5.9624,-1.7878,96,50.0,50,47.778,3,0,0,0,0.0,1.0,3.0,0.0,0.0,0.0,155.99,803.96,0.0,0.0,67.16873600651333,65.37242472266244,65.19162386408534,0.03117717961788108,0.048126383204335835,0.06273987576509282,-0.04858587777991297,-0.03163667419345821,-0.017023181632701223,0.059192,0.06272,0.063768,-0.020571057397794044,-0.017043057397794048,-0.01599505739779404
36,1.0,1673.1,590,1,-0.47671,-8.7615,-1.7863,95,50.0,50,47.222,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,962.96,0.0,0.0,67.13457430576747,65.5933214072749,65.30558395725453,0.03111880726006792,0.047497542346163754,0.06276702005228749,-0.04864425013772612,-0.03226551505163029,-0.01699603734550656,0.058423,0.062115000000000004,0.063257,-0.021340057397794043,-0.017648057397794042,-0.016506057397794052
36,1.0,1674.1,589,1,-0.47671,-8.7615,-1.7863,95,50.0,50,46.111000000000004,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,195.52,187.99,67.30573118498879,65.7960322998704,65.33278889342589,0.031918543018592684,0.04828128669192754,0.06384196797561928,-0.04784451437920136,-0.0314817707058665,-0.015921089422174767,0.056008,0.060677,0.062107,-0.023755057397794044,-0.019086057397794044,-0.017656057397794044
36,1.0,1675.1,588,1,-0.7572800000000001,-10.054,-2.194,94,50.0,60,35.0,0,0,0,0,0.0,1.0,1.0,0.0,3.0,0.0,124.0,136.01,0.0,327.964,66.54567453115548,65.49893316131593,64.98561516331021,0.03761593648556353,0.04934247411780358,0.061706074647780815,-0.04214712091223052,-0.03042058327999047,-0.01805698275001323,0.052904,0.058832999999999996,0.06063399999999999,-0.026859057397794046,-0.02093005739779405,-0.019129057397794053
36,1.0,1676.1,587,1,-0.75643,-10.052,-2.6334,94,50.0,80,13.889000000000001,0,0,1,0,0.0,3.0,0.0,0.0,0.0,0.0,891.88,0.0,0.0,0.0,65.7435999601554,65.18518518518519,64.53130776728396,0.03887105192409834,0.049809388739589754,0.05519722274206828,-0.0408920054736957,-0.029953668658204292,-0.024565834655725767,0.05028199999999999,0.057151,0.05926699999999999,-0.029481057397794053,-0.022612057397794046,-0.020496057397794053
36,1.0,1677.1,586,1,-1.8785,-10.536,-2.7542,93,50.0,80,12.777999999999999,0,0,1,0,0.0,3.0,0.0,0.0,0.0,0.0,523.97,0.0,0.0,0.0,65.32713055528062,64.85818705924743,64.33669537244916,0.04069255825726198,0.050705409462431454,0.05436615409367761,-0.03907049914053207,-0.029057647935362592,-0.02539690330411644,0.048933,0.056048,0.058325,-0.03083005739779405,-0.023715057397794045,-0.021438057397794044
36,1.0,1678.1,585,1,-3.424,-11.165,-2.7560000000000002,93,50.0,80,12.110999999999999,0,0,2,0,0.0,5.0,0.0,0.0,0.0,0.0,1143.813,0.0,0.0,0.0,65.09517703915574,64.79814862432502,64.21834236403772,0.04385946753623421,0.05145175844139846,0.054933731383822806,-0.03590358986155984,-0.028311298956395586,-0.02482932601397124,0.048159999999999994,0.055216,0.057583999999999996,-0.03160305739779405,-0.024547057397794045,-0.02217905739779405
36,1.0,1679.1,584,1,-4.9698,-11.794,-2.7529,92,50.0,80,11.333,0,0,1,0,0.0,5.0,0.0,0.0,0.0,0.0,1203.815,0.0,0.0,0.0,65.09710317890854,65.07592190889372,64.43817962142568,0.04407278071553915,0.04856512564146651,0.05272614982150697,-0.0356902766822549,-0.031197931756327534,-0.02703690757628708,0.04729100000000001,0.054341,0.05680399999999999,-0.03247205739779404,-0.025422057397794046,-0.022959057397794053
36,1.0,1680.1,583,1,-6.5131,-12.429,-2.75,92,50.0,80,10.777999999999999,0,0,0,0,0.0,3.0,1.0,0.0,0.0,0.0,487.98,188.0,0.0,0.0,64.93506493506493,65.17690875232775,64.56168667406435,0.04436665414475154,0.047563062327389966,0.05141717209199178,-0.035396403253042504,-0.03219999507040408,-0.028345885305802267,0.046534,0.053097,0.055619999999999996,-0.03322905739779405,-0.026666057397794048,-0.02414305739779405
36,1.0,1681.1,582,1,-8.0564,-13.064,-2.7539,91,50.0,80,10.222000000000001,0,0,2,0,0.0,5.0,0.0,1.0,0.0,0.0,679.85,0.0,147.99,0.0,64.81390552882256,65.65857540787903,64.93506493506493,0.039268518292973814,0.04070809207431095,0.04676958348535872,-0.04049453910482023,-0.0390549653234831,-0.032993473912435324,0.046098,0.052468999999999995,0.055021,-0.033665057397794046,-0.02729405739779405,-0.024742057397794046
36,1.0,1682.1,581,1,-9.5785,-13.677,-2.7593,91,50.0,80,10.222000000000001,0,0,2,0,0.0,3.0,0.0,0.0,0.0,0.0,859.96,0.0,0.0,0.0,64.40909534497902,65.75997608728142,65.04812904497518,0.036720971556674725,0.03906947086561331,0.045115971366689676,-0.04304208584111932,-0.040693586532180734,-0.03464708603110437,0.045633,0.051838,0.054418999999999995,-0.034130057397794046,-0.027925057397794044,-0.02534405739779405
36,1.0,1683.1,580,0,-11.157,-14.298,-2.7715,90,50.0,80,10.222000000000001,0,0,0,0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,295.97,247.534,311.99,64.18984633339817,65.62919504797893,65.11872656712491,0.034612375372482296,0.03877432587560275,0.044634501802393194,-0.04515068202531175,-0.0409887315221913,-0.03512855559540085,0.045428,0.051348,0.053923,-0.03433505739779404,-0.028415057397794048,-0.025840057397794047
36,1.0,1684.1,579,0,-12.556,-14.837,-2.7786,90,50.0,80,9.8889,0,0,1,0,0.0,2.0,1.0,0.0,1.0,0.0,323.99,239.98,0.0,167.87,64.01551891367605,65.6194074368662,65.19162386408534,0.030466347780911264,0.038708168570078146,0.04479300417632753,-0.04929670961688278,-0.0410548888277159,-0.03497005322146651,0.044702,0.050615,0.053242,-0.03506105739779405,-0.029148057397794046,-0.02652105739779405
